symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
AAPL,2016-07-08 00:00:00+00:00,96.68,96.89,96.05,96.49,28912103,22.6481223831,22.6973166912,22.500539459,22.6036132473,115648412,0.0,1.0
AAPL,2016-07-11 00:00:00+00:00,96.98,97.65,96.73,96.75,23794945,22.718399966,22.8753532345,22.6598353136,22.6645204858,95179780,0.0,1.0
AAPL,2016-07-12 00:00:00+00:00,97.42,97.7,97.12,97.17,24167463,22.8214737543,22.887066165,22.7511961714,22.7629091019,96669852,0.0,1.0
AAPL,2016-07-13 00:00:00+00:00,96.87,97.67,96.84,97.41,25892171,22.692631519,22.8800384067,22.6856037607,22.8191311682,103568684,0.0,1.0
AAPL,2016-07-14 00:00:00+00:00,98.79,98.99,97.32,97.39,38918997,23.1424080495,23.1892597715,22.7980478933,22.814445996,155675988,0.0,1.0
AAPL,2016-07-15 00:00:00+00:00,98.78,99.3,98.5,98.92,30136990,23.1400654634,23.2618799405,23.0744730527,23.1728616688,120547960,0.0,1.0
AAPL,2016-07-18 00:00:00+00:00,99.83,100.13,98.6,98.7,36493867,23.3860370036,23.4563145865,23.0978989137,23.1213247747,145975468,0.0,1.0
AAPL,2016-07-19 00:00:00+00:00,99.87,100.0,99.34,99.56,23779924,23.395407348,23.4258609672,23.2712502849,23.322787179,95119696,0.0,1.0
AAPL,2016-07-20 00:00:00+00:00,99.96,100.46,99.735,100.0,26275968,23.4164906229,23.5336199277,23.3637824357,23.4258609672,105103872,0.0,1.0
AAPL,2016-07-21 00:00:00+00:00,99.43,101.0,99.13,99.83,32702028,23.2923335597,23.6601195769,23.2220559768,23.3860370036,130808112,0.0,1.0
AAPL,2016-07-22 00:00:00+00:00,98.66,99.3,98.31,99.26,28313669,23.1119544303,23.2618799405,23.0299639169,23.2525095961,113254676,0.0,1.0
AAPL,2016-07-25 00:00:00+00:00,97.34,98.84,96.92,98.25,40382921,22.8027330655,23.15412098,22.7043444495,23.0159084003,161531684,0.0,1.0
AAPL,2016-07-26 00:00:00+00:00,96.67,97.97,96.42,96.82,56239822,22.645779797,22.9503159896,22.5872151446,22.6809185885,224959288,0.0,1.0
AAPL,2016-07-27 00:00:00+00:00,102.95,104.35,102.75,104.265,92344820,24.1169238658,24.4448859193,24.0700721438,24.4249739375,369379280,0.0,1.0
AAPL,2016-07-28 00:00:00+00:00,104.34,104.45,102.82,102.83,39869839,24.4425433332,24.4683117803,24.0864702465,24.0888128326,159479356,0.0,1.0
AAPL,2016-07-29 00:00:00+00:00,104.21,104.55,103.68,104.19,27733688,24.412089714,24.4917376413,24.2879326508,24.4074045418,110934752,0.0,1.0
AAPL,2016-08-01 00:00:00+00:00,106.05,106.15,104.41,104.41,38167871,24.8431255558,24.8665514167,24.4589414359,24.4589414359,152671484,0.0,1.0
AAPL,2016-08-02 00:00:00+00:00,104.48,106.07,104.0,106.05,33816556,24.4753395386,24.847810728,24.3628954059,24.8431255558,135266224,0.0,1.0
AAPL,2016-08-03 00:00:00+00:00,105.79,105.84,104.77,104.81,30202641,24.7822183173,24.7939312477,24.5432745354,24.5526448798,120810564,0.0,1.0
